temperature,humidity,time_of_day,energy_usage
28.40625304,50.72526184,1/11/2022 16:00,93.6948066
24.64643325,51.58216767,1/11/2022 17:00,79.48953463
26.69364456,56.49109549,1/11/2022 18:00,71.90487922
29.21109492,36.39495471,1/11/2022 19:00,77.41385904
24.95024648,48.10440687,1/11/2022 20:00,68.4685336
24.60361605,47.17522364,1/11/2022 21:00,72.99317043
29.59193085,57.25634011,1/11/2022 22:00,83.22600601
29.87654879,39.69924262,1/11/2022 23:00,80.43141464
29.44648388,45.99409147,1/12/2022 0:00,81.66465478
29.59943709,50.61874931,1/12/2022 1:00,91.90838131
22.554829,47.79164857,1/12/2022 2:00,65.67603413
26.14800868,30.73840414,1/12/2022 3:00,76.23584839
24.9294248,36.42623784,1/12/2022 4:00,81.54680099
24.79754332,44.30745725,1/12/2022 5:00,83.75995735
23.34986439,33.09846361,1/12/2022 6:00,76.63972945
24.60072168,43.64622715,1/12/2022 7:00,73.62997122
25.00628702,38.08050133,1/12/2022 8:00,86.84928585
20.70318134,41.90536535,1/12/2022 9:00,66.84867535
23.47439429,39.76224025,1/12/2022 10:00,73.05780674
22.85977795,37.40112554,1/12/2022 11:00,74.12653715
23.67904809,34.90069736,1/12/2022 12:00,79.93849947
28.31838876,40.43914067,1/12/2022 13:00,78.63688458
25.30446489,48.43951186,1/12/2022 14:00,65.44542802
22.0920897,50.56506501,1/12/2022 15:00,74.71188396
22.74014527,45.29156765,1/12/2022 16:00,71.56881317
29.24867278,48.0876758,1/12/2022 17:00,91.49098229
21.43070683,47.48688287,1/12/2022 18:00,66.97225234
23.77869184,52.77726686,1/12/2022 19:00,75.6791713
24.73198341,36.3413988,1/12/2022 20:00,66.829458
25.59778919,36.56132746,1/12/2022 21:00,86.77961956
29.7437296,34.16691651,1/12/2022 22:00,83.34114368
24.22326633,49.20816171,1/12/2022 23:00,66.15000122
23.3246254,36.35477557,1/13/2022 0:00,66.17761965
28.30389189,46.03217441,1/13/2022 1:00,94.17851811
29.62555554,39.95413533,1/13/2022 2:00,89.63251802
20.61257094,49.69353549,1/13/2022 3:00,71.85136903
29.92767645,54.17914066,1/13/2022 4:00,85.9255532
27.32678192,51.07481121,1/13/2022 5:00,72.64321481
21.84143669,57.52847927,1/13/2022 6:00,71.36935559
21.11869315,47.80595112,1/13/2022 7:00,56.1582064
20.75179599,44.10279929,1/13/2022 8:00,64.15908028
26.1699493,47.69281518,1/13/2022 9:00,78.55300132
23.17225963,49.57771081,1/13/2022 10:00,83.95704997
25.27281636,40.19363642,1/13/2022 11:00,71.79237551
21.80078577,49.95024475,1/13/2022 12:00,75.05653078
29.672113,56.54390695,1/13/2022 13:00,80.48703556
25.7448875,58.60466369,1/13/2022 14:00,85.70653026
28.37152111,58.46165461,1/13/2022 15:00,84.58609727
23.33691173,46.071802,1/13/2022 16:00,71.58907833
29.07327456,55.48688644,1/13/2022 17:00,79.7663742
24.49606284,59.55584186,1/13/2022 18:00,68.19559791
24.00580156,49.42088782,1/13/2022 19:00,66.00177993
27.92221349,44.01894863,1/13/2022 20:00,80.51439622
24.04782383,54.58723427,1/13/2022 21:00,83.21939504
28.8373016,38.59751388,1/13/2022 22:00,96.24479647
24.10029689,40.03157327,1/13/2022 23:00,73.10864189
20.96062913,50.87546353,1/14/2022 0:00,69.61597784
24.82875709,55.59731295,1/14/2022 1:00,85.17992012
27.70701191,30.19725981,1/14/2022 2:00,84.49219677
21.43657362,35.16035087,1/14/2022 3:00,70.5360059
21.86940692,34.39734417,1/14/2022 4:00,60.49180014
26.89542245,33.03578217,1/14/2022 5:00,82.16772173
29.84140366,31.51442417,1/14/2022 6:00,81.9120408
21.62325004,57.40925627,1/14/2022 7:00,70.01666703
29.97116493,30.52168416,1/14/2022 8:00,94.07625485
24.47568309,55.10140769,1/14/2022 9:00,74.4007924
27.74669993,39.67821113,1/14/2022 10:00,89.50707092
26.4789894,53.26256144,1/14/2022 11:00,81.44492044
29.66139079,30.62518842,1/14/2022 12:00,82.02665399
28.49538571,49.5700364,1/14/2022 13:00,86.5897196
23.67663813,38.6002447,1/14/2022 14:00,73.31338433
22.97624726,49.55548713,1/14/2022 15:00,63.94519034
25.55609209,53.10644794,1/14/2022 16:00,71.68215977
24.35567264,50.65458482,1/14/2022 17:00,80.88488371
22.49358412,30.6912718,1/14/2022 18:00,69.36518466
25.02810359,54.2472966,1/14/2022 19:00,77.11135725
24.75421612,54.10080906,1/14/2022 20:00,66.83338951
26.66012137,41.6449655,1/14/2022 21:00,86.27594101
29.94055445,51.64890692,1/14/2022 22:00,93.67536719
25.29279314,56.57839325,1/14/2022 23:00,78.51637754
29.83575267,34.78760836,1/15/2022 0:00,92.94947424
28.32308056,40.20273701,1/15/2022 1:00,81.03512874
23.53054302,45.03108411,1/15/2022 2:00,82.69984872
25.48592542,48.30514746,1/15/2022 3:00,72.51616454
29.10335662,32.39645093,1/15/2022 4:00,89.10422124
23.60485467,59.20251243,1/15/2022 5:00,75.10348088
22.20113547,58.28733926,1/15/2022 6:00,67.43476731
29.64724751,56.63048279,1/15/2022 7:00,87.24482058
22.53992237,49.58991818,1/15/2022 8:00,71.39509194
29.15644142,35.71379302,1/15/2022 9:00,86.43309226
20.79239753,41.96566758,1/15/2022 10:00,68.24350216
21.76621987,43.39761996,1/15/2022 11:00,77.32618941
27.41869693,50.70620208,1/15/2022 12:00,87.63455304
29.59878688,32.49968359,1/15/2022 13:00,85.04770452
22.88336431,57.85274831,1/15/2022 14:00,73.25681014
24.12386224,33.7955033,1/15/2022 15:00,86.13804178
24.92036121,59.29309197,1/15/2022 16:00,73.3017085
24.86707217,56.90693872,1/15/2022 17:00,77.75822606
26.41607206,58.01014968,1/15/2022 18:00,69.98089973
29.93409192,51.026985,1/15/2022 19:00,81.71962013
26.64132605,55.26262006,1/15/2022 20:00,83.18770624
29.53147229,47.13663552,1/15/2022 21:00,74.50066582
25.64960485,37.51772637,1/15/2022 22:00,85.30242791
20.58670995,49.40760943,1/15/2022 23:00,68.16641917
25.01509889,39.80485802,1/16/2022 0:00,78.27308086
27.0852004,55.76623297,1/16/2022 1:00,83.73032137
25.46302669,43.33426883,1/16/2022 2:00,91.26509967
24.93275763,37.65871505,1/16/2022 3:00,84.2700706
20.72985222,51.52162744,1/16/2022 4:00,72.99259685
26.594866,43.34592018,1/16/2022 5:00,82.85963589
23.94562058,34.18784623,1/16/2022 6:00,77.19419321
27.43320714,52.27813671,1/16/2022 7:00,94.62023821
29.45484493,39.18904981,1/16/2022 8:00,89.00357445
26.62576346,55.98718707,1/16/2022 9:00,68.83167001
24.20913824,55.10484936,1/16/2022 10:00,84.01097145
27.24652907,36.55317638,1/16/2022 11:00,78.97905452
22.8755812,53.10523438,1/16/2022 12:00,67.48245503
26.49049171,59.58797279,1/16/2022 13:00,78.83221237
29.84783586,57.01353259,1/16/2022 14:00,89.16170791
25.75067032,45.98494058,1/16/2022 15:00,80.90873749
26.21152124,56.22313076,1/16/2022 16:00,69.84644934
25.27197428,37.92865642,1/16/2022 17:00,93.61749393
24.68514769,59.81235329,1/16/2022 18:00,71.72043318
29.9895841,48.61326428,1/16/2022 19:00,78.84560725
21.76251707,46.15261304,1/16/2022 20:00,73.12301846
21.30134059,55.44536299,1/16/2022 21:00,63.87007077
27.12107588,48.23358401,1/16/2022 22:00,79.85590095
28.77905874,46.13660981,1/16/2022 23:00,87.41590659
24.34655109,33.72474823,1/17/2022 0:00,78.57276368
28.04969083,52.79268373,1/17/2022 1:00,91.41236537
27.22657085,52.91281321,1/17/2022 2:00,81.73188629
27.87594566,41.81840052,1/17/2022 3:00,79.16418647
28.97886961,51.24236023,1/17/2022 4:00,86.15217411
27.06668311,56.01806487,1/17/2022 5:00,81.36888677
24.41382889,51.71472607,1/17/2022 6:00,71.93956194
29.76420304,40.90101345,1/17/2022 7:00,99.20111959
22.11281096,52.75234457,1/17/2022 8:00,63.12270832
24.94066,45.42159697,1/17/2022 9:00,81.98142865
24.5772561,33.4144626,1/17/2022 10:00,80.25248579
21.25280329,44.90855786,1/17/2022 11:00,71.29929558
29.88439348,40.98758783,1/17/2022 12:00,88.01461175
20.64424767,54.84719994,1/17/2022 13:00,66.26932558
28.11388728,36.61340149,1/17/2022 14:00,82.26693883
28.13017741,35.9940349,1/17/2022 15:00,87.04307525
21.08859493,41.24566052,1/17/2022 16:00,77.37513106
23.77636032,40.34706645,1/17/2022 17:00,65.98179417
22.23464557,47.22998828,1/17/2022 18:00,60.54145962
29.08209887,40.03960863,1/17/2022 19:00,92.04714124
26.59340245,52.41616513,1/17/2022 20:00,85.23654874
22.16261967,34.69720844,1/17/2022 21:00,64.86892379
24.60026864,58.78197615,1/17/2022 22:00,65.37884109
28.87070395,31.76771768,1/17/2022 23:00,88.69140252
29.9632329,52.72792152,1/18/2022 0:00,86.91937064
23.75121949,49.32718645,1/18/2022 1:00,83.90650417
24.79179807,30.57037532,1/18/2022 2:00,74.11456006
22.29635671,40.90136169,1/18/2022 3:00,83.89109971
21.9681776,50.37893002,1/18/2022 4:00,71.04837024
25.04055099,44.50249176,1/18/2022 5:00,81.6767512
24.79052752,52.75583247,1/18/2022 6:00,85.43330465
29.75945757,59.41249914,1/18/2022 7:00,71.31149601
20.5722171,43.97216215,1/18/2022 8:00,71.59494172
21.49111056,39.48881222,1/18/2022 9:00,66.63194055
22.81012541,34.47590173,1/18/2022 10:00,78.85915531
28.08026546,48.26695805,1/18/2022 11:00,82.06410931
28.15378416,47.01248626,1/18/2022 12:00,73.07513598
20.09554473,52.06206832,1/18/2022 13:00,79.16619555
23.89145752,40.83516651,1/18/2022 14:00,72.79751943
20.13853046,39.65552638,1/18/2022 15:00,66.47763446
20.17911178,55.52842843,1/18/2022 16:00,72.80385072
28.07737837,59.93757118,1/18/2022 17:00,76.06738491
22.75087424,50.50700615,1/18/2022 18:00,67.98375026
27.12379101,57.19010322,1/18/2022 19:00,81.38657107
27.2833292,33.86674061,1/18/2022 20:00,83.25094381
25.01499331,57.38120407,1/18/2022 21:00,67.17457319
21.46614366,43.33701786,1/18/2022 22:00,67.2612066
24.41325948,51.69606743,1/18/2022 23:00,80.34560179
26.63483209,59.35682411,1/19/2022 0:00,77.04056885
27.52960508,59.79625782,1/19/2022 1:00,95.40295969
20.42362322,46.83908812,1/19/2022 2:00,67.29060456
29.19613111,41.38775947,1/19/2022 3:00,86.07540331
29.13227847,50.81024194,1/19/2022 4:00,91.00712228
21.11310768,58.70466869,1/19/2022 5:00,66.91801211
24.96637837,53.28907382,1/19/2022 6:00,67.80192845
22.76358104,57.97721769,1/19/2022 7:00,72.79116254
24.65059223,54.45885405,1/19/2022 8:00,73.71892623
22.40957471,38.40546242,1/19/2022 9:00,73.95422053
27.41253712,44.60920859,1/19/2022 10:00,79.623972
28.03331127,39.36721114,1/19/2022 11:00,88.68436419
23.50882583,33.04746761,1/19/2022 12:00,81.29991311
23.14529562,47.35694107,1/19/2022 13:00,70.67916602
22.4308629,54.41348794,1/19/2022 14:00,65.17124624
20.5837765,51.74602879,1/19/2022 15:00,63.86954231
25.67165777,59.9690849,1/19/2022 16:00,76.93700355
27.88745418,38.85588182,1/19/2022 17:00,77.43531155
22.61263206,50.44744233,1/19/2022 18:00,77.03777489
20.12873758,57.8440496,1/19/2022 19:00,61.49886156
25.48045246,58.39451438,1/19/2022 20:00,87.88863081
20.22008677,44.55551097,1/19/2022 21:00,61.89641477
23.79675776,31.88548758,1/19/2022 22:00,94.62784882
24.25022001,53.40318871,1/19/2022 23:00,77.2202848
25.38331636,54.19772355,1/20/2022 0:00,68.56086334
22.51423493,50.69597173,1/20/2022 1:00,73.59698894
26.53522213,55.30383545,1/20/2022 2:00,77.94474788
21.84477077,41.69973154,1/20/2022 3:00,69.71608825
25.81597115,30.34082967,1/20/2022 4:00,92.01258749
29.19125943,55.32728849,1/20/2022 5:00,83.41231082
22.86227737,55.55803837,1/20/2022 6:00,82.21564365
22.09146787,38.18216646,1/20/2022 7:00,78.21117089
25.20486973,49.45994888,1/20/2022 8:00,78.13600126
20.88886176,59.09974653,1/20/2022 9:00,70.75779857
25.50427212,35.8839186,1/20/2022 10:00,84.90688052
28.58080683,33.99381185,1/20/2022 11:00,83.57237386
25.35449118,32.51025353,1/20/2022 12:00,70.11778995
26.91661974,58.22492691,1/20/2022 13:00,81.28468118
22.6311935,42.59497914,1/20/2022 14:00,71.89785868
24.07722805,41.70972108,1/20/2022 15:00,78.212713
23.06624697,47.45438787,1/20/2022 16:00,67.07114719
23.77358185,32.34948185,1/20/2022 17:00,79.52856104
29.16531215,43.19246452,1/20/2022 18:00,83.78413525
28.85697933,43.21711458,1/20/2022 19:00,81.52320358
23.35525104,34.59419928,1/20/2022 20:00,66.4631671
29.47650955,59.13668675,1/20/2022 21:00,81.99562721
25.64670422,46.7606326,1/20/2022 22:00,70.238805
26.78585363,43.35657188,1/20/2022 23:00,77.7780265
22.24105023,46.78361991,1/21/2022 0:00,77.80850874
